age,income,economic_status,employment,car_avail,bike_avail,pt_abo_avail,dist_group,main_mode,share
,,,job_part_time,,,,0 - 1000,pt,0.00031698431119132626
,,,job_part_time,,,,0 - 1000,ride,0.00012051413997583627
,,,job_part_time,,,,0 - 1000,walk,0.028434226993971246
,,,job_part_time,,,,1000 - 2000,bike,0.00842659833877445
,,,job_part_time,,,,1000 - 2000,car,0.003605602243449669
,,,job_part_time,,,,1000 - 2000,pt,0.001882178260432313
,,,job_part_time,,,,1000 - 2000,ride,0.0005320006410433818
,,,job_part_time,,,,1000 - 2000,walk,0.00533775098770212
,,,job_part_time,,,,2000 - 5000,bike,0.010527853898367986
,,,job_part_time,,,,2000 - 5000,car,0.008614081906706246
,,,job_part_time,,,,2000 - 5000,pt,0.008264103724331989
,,,job_part_time,,,,2000 - 5000,ride,0.0011023619749039738
,,,job_part_time,,,,2000 - 5000,walk,0.0015714917273572395
,,,job_part_time,,,,5000 - 10000,bike,0.005426736183818503
,,,job_part_time,,,,5000 - 10000,car,0.0073644988428259615
,,,job_part_time,,,,5000 - 10000,pt,0.011893870908522557
,,,job_part_time,,,,5000 - 10000,ride,0.0007686335093330968
,,,job_part_time,,,,5000 - 10000,walk,0.00023866521363936536
,,,job_part_time,,,,10000 - 20000,bike,0.0011199450405668426
,,,job_part_time,,,,10000 - 20000,car,0.005215812695031842
,,,job_part_time,,,,10000 - 20000,pt,0.010645913173651676
,,,job_part_time,,,,10000 - 20000,ride,0.0005868314840309652
,,,job_part_time,,,,10000 - 20000,walk,1.738938781620664e-05
,,,job_part_time,,,,20000+,bike,7.231108366564436e-05
,,,job_part_time,,,,20000+,car,0.0020270224453257887
,,,job_part_time,,,,20000+,pt,0.0035660622013648246
,,,job_part_time,,,,20000+,ride,0.0002844507851310514
,,,job_part_time,,,,20000+,walk,1.6131202896261944e-05
,,,other,,,,0 - 1000,bike,0.002140357629326274
,,,other,,,,0 - 1000,car,0.0005117453914694895
,,,other,,,,0 - 1000,pt,5.960335912812815e-05
,,,other,,,,0 - 1000,ride,7.461256394307926e-05
,,,other,,,,0 - 1000,walk,0.012751884163014747
,,,other,,,,1000 - 2000,bike,0.0019728781270249036
,,,other,,,,1000 - 2000,car,0.0013861241645255675
,,,other,,,,1000 - 2000,pt,0.0007392877275465098
,,,other,,,,1000 - 2000,ride,0.00013563750063074829
,,,other,,,,1000 - 2000,walk,0.004090831113400357
,,,other,,,,2000 - 5000,bike,0.0023021935343477224
,,,other,,,,2000 - 5000,car,0.0025500239004360797
,,,other,,,,2000 - 5000,pt,0.002655218249803366
,,,other,,,,2000 - 5000,ride,0.0003552563133759286
,,,other,,,,2000 - 5000,walk,0.0009161101301647727
,,,other,,,,5000 - 10000,bike,0.0010214596296311722
,,,other,,,,5000 - 10000,car,0.0019974005812109577
,,,other,,,,5000 - 10000,pt,0.002739557945706912
,,,other,,,,5000 - 10000,ride,0.0005394057628512207
,,,other,,,,5000 - 10000,walk,3.750395823265048e-05
,,,other,,,,10000 - 20000,bike,0.00011467789134277697
,,,other,,,,10000 - 20000,car,0.001345478898873757
,,,other,,,,10000 - 20000,pt,0.0013751153511182815
,,,other,,,,10000 - 20000,ride,0.00021969343225006888
,,,other,,,,10000 - 20000,walk,0.0
,,,other,,,,20000+,bike,0.0
,,,other,,,,20000+,car,0.0006102330611818056
,,,other,,,,20000+,pt,0.0005961577514141544
,,,other,,,,20000+,ride,0.00016791818543542713
,,,other,,,,20000+,walk,5.213444494079144e-06
,,,,yes,,,0 - 1000,bike,0.018929755804802963
,,,,yes,,,0 - 1000,car,0.009768026506833723
,,,,yes,,,0 - 1000,pt,0.0008301990378947855
,,,,yes,,,0 - 1000,ride,0.0035401416089951023
,,,,yes,,,0 - 1000,walk,0.11325481049714482
,,,,yes,,,1000 - 2000,bike,0.02177562425684126
,,,,yes,,,1000 - 2000,car,0.02263330163116019
,,,,yes,,,1000 - 2000,pt,0.006569208805126475
,,,,yes,,,1000 - 2000,ride,0.009419497489163126
,,,,yes,,,1000 - 2000,walk,0.02668375499597424
,,,,yes,,,2000 - 5000,bike,0.023492105348261776
,,,,yes,,,2000 - 5000,car,0.05054714045725838
,,,,yes,,,2000 - 5000,pt,0.022446424509950724
,,,,yes,,,2000 - 5000,ride,0.017737073016303423
,,,,yes,,,2000 - 5000,walk,0.006491197798211769
,,,,yes,,,5000 - 10000,bike,0.010910002063736782
,,,,yes,,,5000 - 10000,car,0.05043701823151539
,,,,yes,,,5000 - 10000,pt,0.028576100741498255
,,,,yes,,,5000 - 10000,ride,0.012369479096029538
,,,,yes,,,5000 - 10000,walk,0.0007546385028848041
,,,,yes,,,10000 - 20000,bike,0.004131967768658317
,,,,yes,,,10000 - 20000,car,0.04041677743948118
,,,,yes,,,10000 - 20000,pt,0.02854040274301633
,,,,yes,,,10000 - 20000,ride,0.00653150499155608
,,,,yes,,,10000 - 20000,walk,0.0002836956349746596
,,,,yes,,,20000+,bike,0.00040115866561361954
,,,,yes,,,20000+,car,0.021793512183705416
,,,,yes,,,20000+,pt,0.011100131908396548
,,,,yes,,,20000+,ride,0.0032033822007237066
,,,,yes,,,20000+,walk,0.00011053562224261572
,,,,no,,,0 - 1000,bike,0.004407136642269874
,,,,no,,,0 - 1000,car,1.0626013166566981e-05
,,,,no,,,0 - 1000,pt,0.00033032868558137874
,,,,no,,,0 - 1000,ride,3.142484481937415e-05
,,,,no,,,0 - 1000,walk,0.02018438237288519
,,,,no,,,1000 - 2000,bike,0.006130037375169747
,,,,no,,,1000 - 2000,car,8.127657987569786e-05
,,,,no,,,1000 - 2000,pt,0.0019386676063516326
,,,,no,,,1000 - 2000,ride,0.00015440774779759703
,,,,no,,,1000 - 2000,walk,0.004792205903494368
,,,,no,,,2000 - 5000,bike,0.006497290066366694
,,,,no,,,2000 - 5000,car,0.00016493665378920132
,,,,no,,,2000 - 5000,pt,0.008636943526998841
,,,,no,,,2000 - 5000,ride,0.00032444913963609754
,,,,no,,,2000 - 5000,walk,0.0011253234988841323
,,,,no,,,5000 - 10000,bike,0.0018634548154423556
,,,,no,,,5000 - 10000,car,0.00030401627611029435
,,,,no,,,5000 - 10000,pt,0.009890998211336646
,,,,no,,,5000 - 10000,ride,0.0002846609775431933
,,,,no,,,5000 - 10000,walk,0.00010270536290327082
,,,,no,,,10000 - 20000,bike,0.0005083925211017682
,,,,no,,,10000 - 20000,car,0.00018602034371911237
,,,,no,,,10000 - 20000,pt,0.007026640766568477
,,,,no,,,10000 - 20000,ride,0.00017772976295662524
,,,,no,,,10000 - 20000,walk,1.732569724350586e-05
,,,,no,,,20000+,bike,1.1366732489071948e-05
,,,,no,,,20000+,car,8.700924561668775e-05
,,,,no,,,20000+,pt,0.002739858760973299
,,,,no,,,20000+,ride,0.00018216425500054305
,,,,no,,,20000+,walk,2.7957924054035553e-05
,,,,unknown,,,0 - 1000,bike,0.016602643299577155
,,,,unknown,,,0 - 1000,car,0.00029903359346525777
,,,,unknown,,,0 - 1000,pt,0.0023970184601787305
,,,,unknown,,,0 - 1000,ride,0.00022541544716576307
,,,,unknown,,,0 - 1000,walk,0.09537151389998763
,,,,unknown,,,1000 - 2000,bike,0.019077761781454546
,,,,unknown,,,1000 - 2000,car,0.0004327139790408516
,,,,unknown,,,1000 - 2000,pt,0.011571832133880753
,,,,unknown,,,1000 - 2000,ride,0.0006415541696523716
,,,,unknown,,,1000 - 2000,walk,0.020730238557190535
,,,,unknown,,,2000 - 5000,bike,0.02625576458789732
,,,,unknown,,,2000 - 5000,car,0.0009290938367664427
,,,,unknown,,,2000 - 5000,pt,0.03927510480976725
,,,,unknown,,,2000 - 5000,ride,0.0016915892703231843
,,,,unknown,,,2000 - 5000,walk,0.005884760365049813
,,,,unknown,,,5000 - 10000,bike,0.014157240137357838
,,,,unknown,,,5000 - 10000,car,0.00141217075094207
,,,,unknown,,,5000 - 10000,pt,0.04398040851997074
,,,,unknown,,,5000 - 10000,ride,0.0013170807062617299
,,,,unknown,,,5000 - 10000,walk,0.000660191654817064
,,,,unknown,,,10000 - 20000,bike,0.0024964225829438944
,,,,unknown,,,10000 - 20000,car,0.0007416617032953524
,,,,unknown,,,10000 - 20000,pt,0.028291949974944445
,,,,unknown,,,10000 - 20000,ride,0.0012168074194297866
,,,,unknown,,,10000 - 20000,walk,0.0002262939739368349
,,,,unknown,,,20000+,bike,0.00022941892695710347
,,,,unknown,,,20000+,car,0.00042878091348537824
,,,,unknown,,,20000+,pt,0.010931151958970039
,,,,unknown,,,20000+,ride,0.0005589510617119798
,,,,unknown,,,20000+,walk,6.71236554768703e-05
,,,,,yes,,0 - 1000,bike,0.03526153988314146
,,,,,yes,,0 - 1000,car,0.007767216636451483
,,,,,yes,,0 - 1000,pt,0.0015046490351480813
,,,,,yes,,0 - 1000,ride,0.0019471572578235753
,,,,,yes,,0 - 1000,walk,0.15483964431577996
,,,,,yes,,1000 - 2000,bike,0.042569029973730285
,,,,,yes,,1000 - 2000,car,0.017521684422207355
,,,,,yes,,1000 - 2000,pt,0.010633913525598832
,,,,,yes,,1000 - 2000,ride,0.005678228929608481
,,,,,yes,,1000 - 2000,walk,0.03530808073907148
,,,,,yes,,2000 - 5000,bike,0.05389478611833032
,,,,,yes,,2000 - 5000,car,0.04057557797063311
,,,,,yes,,2000 - 5000,pt,0.046350892222815084
,,,,,yes,,2000 - 5000,ride,0.012018317393160503
,,,,,yes,,2000 - 5000,walk,0.009919712152485364
,,,,,yes,,5000 - 10000,bike,0.02650536373908755
,,,,,yes,,5000 - 10000,car,0.04142871541416054
,,,,,yes,,5000 - 10000,pt,0.06128105025341791
,,,,,yes,,5000 - 10000,ride,0.009353670334295405
,,,,,yes,,5000 - 10000,walk,0.0010967016132781512
,,,,,yes,,10000 - 20000,bike,0.00710775947494979
,,,,,yes,,10000 - 20000,car,0.03277682228670882
,,,,,yes,,10000 - 20000,pt,0.050013911969984386
,,,,,yes,,10000 - 20000,ride,0.004969995335343994
,,,,,yes,,10000 - 20000,walk,0.00026401832076371375
,,,,,yes,,20000+,bike,0.0006419443250597948
,,,,,yes,,20000+,car,0.01694731584305633
,,,,,yes,,20000+,pt,0.01935612289498037
,,,,,yes,,20000+,ride,0.002736809474265735
,,,,,yes,,20000+,walk,0.00014853383561765716
,,,,,no,,0 - 1000,bike,0.00017381551629732777
,,,,,no,,0 - 1000,car,0.0004927075557295723
,,,,,no,,0 - 1000,pt,0.0002444389863711156
,,,,,no,,0 - 1000,ride,0.0002454264159013551
,,,,,no,,0 - 1000,walk,0.010564171844486419
,,,,,no,,1000 - 2000,bike,0.0003343615222094387
,,,,,no,,1000 - 2000,car,0.0011067798630987466
,,,,,no,,1000 - 2000,pt,0.0014689799752443844
,,,,,no,,1000 - 2000,ride,0.00037261013579593813
,,,,,no,,1000 - 2000,walk,0.002669100953126748
,,,,,no,,2000 - 5000,bike,0.00013525011033367883
,,,,,no,,2000 - 5000,car,0.0024218933796065823
,,,,,no,,2000 - 5000,pt,0.004976660770868682
,,,,,no,,2000 - 5000,ride,0.0008817691326068465
,,,,,no,,2000 - 5000,walk,0.0006562864007710937
,,,,,no,,5000 - 10000,bike,7.686754018846836e-05
,,,,,no,,5000 - 10000,car,0.0024929411197459283
,,,,,no,,5000 - 10000,pt,0.0049475400840298936
,,,,,no,,5000 - 10000,ride,0.0008317128185086237
,,,,,no,,5000 - 10000,walk,4.2448186827222066e-05
,,,,,no,,10000 - 20000,bike,4.799545110977397e-06
,,,,,no,,10000 - 20000,car,0.0020980241411930394
,,,,,no,,10000 - 20000,pt,0.003677482258433107
,,,,,no,,10000 - 20000,ride,0.0005851372776740185
,,,,,no,,10000 - 20000,walk,5.053633750356802e-06
,,,,,no,,20000+,bike,0.0
,,,,,no,,20000+,car,0.0013520453325610638
,,,,,no,,20000+,pt,0.0013575191025121322
,,,,,no,,20000+,ride,0.0003210068566224953
,,,,,no,,20000+,walk,1.724236554325946e-05
,,,,,unknown,,0 - 1000,bike,0.004504180347211205
,,,,,unknown,,0 - 1000,car,0.001817761921284492
,,,,,unknown,,0 - 1000,pt,0.0018084581621356976
,,,,,unknown,,0 - 1000,ride,0.0016043982272553096
,,,,,unknown,,0 - 1000,walk,0.06340689060975126
,,,,,unknown,,1000 - 2000,bike,0.004080031917525824
,,,,,unknown,,1000 - 2000,car,0.004518827904770637
,,,,,unknown,,1000 - 2000,pt,0.007976815044515643
,,,,,unknown,,1000 - 2000,ride,0.004164620341208673
,,,,,unknown,,1000 - 2000,walk,0.014229017764460918
,,,,,unknown,,2000 - 5000,bike,0.0022151237738617905
,,,,,unknown,,2000 - 5000,car,0.008643699597574335
,,,,,unknown,,2000 - 5000,pt,0.019030919853033037
,,,,,unknown,,2000 - 5000,ride,0.006853024900495355
,,,,,unknown,,2000 - 5000,walk,0.002925283108889256
,,,,,unknown,,5000 - 10000,bike,0.0003484657372609636
,,,,,unknown,,5000 - 10000,car,0.008231548724661293
,,,,,unknown,,5000 - 10000,pt,0.01621891713535783
,,,,,unknown,,5000 - 10000,ride,0.00378583762703043
,,,,,unknown,,5000 - 10000,walk,0.0003783857204997658
,,,,,unknown,,10000 - 20000,bike,2.422385264321117e-05
,,,,,unknown,,10000 - 20000,car,0.006469613058593776
,,,,,unknown,,10000 - 20000,pt,0.010167599256111758
,,,,,unknown,,10000 - 20000,ride,0.0023709095609244788
,,,,,unknown,,10000 - 20000,walk,0.0002582433516409299
,,,,,unknown,,20000+,bike,0.0
,,,,,unknown,,20000+,car,0.004009941167190085
,,,,,unknown,,20000+,pt,0.004057500630847384
,,,,,unknown,,20000+,ride,0.0008866811865479991
,,,,,unknown,,20000+,walk,3.984100061260495e-05
,,,,,,yes,0 - 1000,bike,0.013321700888520232
,,,,,,yes,0 - 1000,car,0.0022847742089234686
,,,,,,yes,0 - 1000,pt,0.0027812474751549177
,,,,,,yes,0 - 1000,ride,0.0009960436060376069
,,,,,,yes,0 - 1000,walk,0.10757698281908094
,,,,,,yes,1000 - 2000,bike,0.0155364133579487
,,,,,,yes,1000 - 2000,car,0.00589129390102087
,,,,,,yes,1000 - 2000,pt,0.01620246662898983
,,,,,,yes,1000 - 2000,ride,0.0024216475162077127
,,,,,,yes,1000 - 2000,walk,0.024304962641621592
,,,,,,yes,2000 - 5000,bike,0.02057687018839181
,,,,,,yes,2000 - 5000,car,0.01252170273825969
,,,,,,yes,2000 - 5000,pt,0.05862793584566103
,,,,,,yes,2000 - 5000,ride,0.00660171094035656
,,,,,,yes,2000 - 5000,walk,0.006267391125244222
,,,,,,yes,5000 - 10000,bike,0.009917615537323106
,,,,,,yes,5000 - 10000,car,0.012371713669786753
,,,,,,yes,5000 - 10000,pt,0.07127683356040514
,,,,,,yes,5000 - 10000,ride,0.004891555156239355
,,,,,,yes,5000 - 10000,walk,0.0007928088722503891
,,,,,,yes,10000 - 20000,bike,0.0025545207017572237
,,,,,,yes,10000 - 20000,car,0.009172860693407035
,,,,,,yes,10000 - 20000,pt,0.056610722542005915
,,,,,,yes,10000 - 20000,ride,0.0031824095717129506
,,,,,,yes,10000 - 20000,walk,0.00025106742703714696
,,,,,,yes,20000+,bike,0.00022320068190049555
,,,,,,yes,20000+,car,0.0056370341062884285
,,,,,,yes,20000+,pt,0.02110823659629495
,,,,,,yes,20000+,ride,0.001612270200139276
,,,,,,yes,20000+,walk,0.0001247575354904969
,,,,,,no,0 - 1000,bike,0.022306953556190626
,,,,,,no,0 - 1000,car,0.0077896037367646
,,,,,,no,0 - 1000,pt,0.0006653518212564869
,,,,,,no,0 - 1000,ride,0.0016950254315340235
,,,,,,no,0 - 1000,walk,0.10352062303505469
,,,,,,no,1000 - 2000,bike,0.02764009841393322
,,,,,,no,1000 - 2000,car,0.017239871242866762
,,,,,,no,1000 - 2000,pt,0.002638470488856684
,,,,,,no,1000 - 2000,ride,0.00486316902167795
,,,,,,no,1000 - 2000,walk,0.023565719254479672
,,,,,,no,2000 - 5000,bike,0.033648315815233934
,,,,,,no,2000 - 5000,car,0.03911946820955432
,,,,,,no,2000 - 5000,pt,0.009276170589732876
,,,,,,no,2000 - 5000,ride,0.00874865044210388
,,,,,,no,2000 - 5000,walk,0.006657894521000746
,,,,,,no,5000 - 10000,bike,0.016767638374136376
,,,,,,no,5000 - 10000,car,0.039758964228332985
,,,,,,no,5000 - 10000,pt,0.009910652884025836
,,,,,,no,5000 - 10000,ride,0.0068449883427132464
,,,,,,no,5000 - 10000,walk,0.0006556198074829231
,,,,,,no,10000 - 20000,bike,0.004582262170946754
,,,,,,no,10000 - 20000,car,0.03212840663363432
,,,,,,no,10000 - 20000,pt,0.006911322381026511
,,,,,,no,10000 - 20000,ride,0.0035654776077440986
,,,,,,no,10000 - 20000,walk,0.00024695937578911764
,,,,,,no,20000+,bike,0.0004187436431592994
,,,,,,no,20000+,car,0.01667226823651905
,,,,,,no,20000+,pt,0.0034659406398766138
,,,,,,no,20000+,ride,0.0019853858511924448
,,,,,,no,20000+,walk,6.845245859591084e-05
,,,,,,unknown,0 - 1000,bike,0.004310881301939126
,,,,,,unknown,0 - 1000,car,3.308167777478648e-06
,,,,,,unknown,0 - 1000,pt,0.00011094688724348958
,,,,,,unknown,0 - 1000,ride,0.0011059128634086088
,,,,,,unknown,0 - 1000,walk,0.017713100915881987
,,,,,,unknown,1000 - 2000,bike,0.003806911641583625
,,,,,,unknown,1000 - 2000,car,1.612704618910499e-05
,,,,,,unknown,1000 - 2000,pt,0.0012387714275123413
,,,,,,unknown,1000 - 2000,ride,0.002930642868727429
,,,,,,unknown,1000 - 2000,walk,0.004335517560557874
,,,,,,unknown,2000 - 5000,bike,0.00201997399890004
,,,,,,unknown,2000 - 5000,car,0.0
,,,,,,unknown,2000 - 5000,pt,0.002454366411322895
,,,,,,unknown,2000 - 5000,ride,0.004402750043802261
,,,,,,unknown,2000 - 5000,walk,0.0005759960159007431
,,,,,,unknown,5000 - 10000,bike,0.00024544310507749166
,,,,,,unknown,5000 - 10000,car,2.252736044801564e-05
,,,,,,unknown,5000 - 10000,pt,0.0012600210283746445
,,,,,,unknown,5000 - 10000,ride,0.002234677280881857
,,,,,,unknown,5000 - 10000,walk,6.910684087182666e-05
,,,,,,unknown,10000 - 20000,bike,0.0
,,,,,,unknown,10000 - 20000,car,4.319215945427999e-05
,,,,,,unknown,10000 - 20000,pt,0.0003369485614968173
,,,,,,unknown,10000 - 20000,ride,0.0011781549944854426
,,,,,,unknown,10000 - 20000,walk,2.9288503328735686e-05
,,,,,,unknown,20000+,bike,0.0
,,,,,,unknown,20000+,car,0.0
,,,,,,unknown,20000+,pt,0.0001969653921683179
,,,,,,unknown,20000+,ride,0.00034684146610450836
,,,,,,unknown,20000+,walk,1.2407207687113833e-05
